mat_id, mo393, mo394, mo27, mo28, mo13
mat_name, 250C30, 500C30, WrPr30, OtPk30, BkSc30
mat_desc, 2030_250m_car_share, 2030_500m_car_share, 2030_work_parking, 2030_nonwork_parking, 2030_bike_score
63260, 0, 0, 0.3, 0.15, 4
63270, 0, 0, 0.3, 0.15, 4
63280, 0, 0, 0, 0.15, 3
63290, 0, 0, 0.2, 0.15, 2
63300, 0, 0, 0.2, 0, 3
63310, 0, 0, 0, 0, 3
63320, 0, 0, 0.2, 0, 3
63330, 0, 0, 0.3, 0.15, 4
63340, 0, 0, 0.3, 0.15, 4
63350, 0, 0, 0.3, 0.15, 4
63360, 0, 0, 0.3, 0.15, 4
63370, 0, 0, 0, 0, 2
63380, 0, 0, 0.2, 0.15, 3
63390, 0, 0, 0.2, 0.15, 3
63400, 0, 0, 0.3, 0.15, 4
63410, 0, 0, 0.3, 0.15, 4
63420, 0, 0, 0.3, 0.15, 4
63430, 0, 0, 0.3, 0.15, 4
63440, 0, 0, 0.3, 0.15, 4
63450, 0, 0, 0.2, 0.15, 3
63460, 0, 0, 0.3, 0.15, 4
63470, 0, 0, 0.3, 0.15, 4
63480, 0, 0, 0.2, 0.15, 2
63490, 0, 0, 0.2, 0.15, 2
63500, 0, 0, 0.3, 0.15, 4
63510, 0, 0, 0.3, 0.15, 4
63520, 0, 0, 0.3, 0.15, 4
63530, 0, 0, 0.2, 0.15, 3
63540, 0, 0, 0.3, 0.15, 4
63550, 0, 0, 0.3, 0.15, 4
63560, 0, 0, 0, 0, 2
63570, 0, 0, 0.2, 0.15, 2
63580, 0, 0, 0.25, 0.15, 2
63590, 0, 0, 0.25, 0.15, 2
63600, 0, 0, 0.3, 0.15, 4
63610, 0, 0, 0.25, 0.15, 2
63620, 0, 0, 0.25, 0.15, 2
63630, 0, 0, 0.2, 0.15, 4
63640, 0, 0, 0.2, 0.15, 4
63650, 0, 0, 0.25, 0.15, 2
63660, 0, 0, 0.25, 0.15, 2
63670, 0, 0, 0.25, 0.15, 2
63680, 0, 0, 0.2, 0.15, 2
63690, 0, 0, 0.2, 0.15, 2
63700, 0, 0, 0.2, 0.15, 4
63710, 0, 0, 0.2, 0.15, 4
63720, 0, 0, 0.25, 0.15, 2
63730, 0, 0, 0.25, 0.15, 2
63740, 0, 0, 0.2, 0.15, 4
63750, 0, 0, 0.2, 0.15, 4
63760, 0, 0, 0.2, 0.15, 4
63770, 0, 0, 0.2, 0.15, 4
63780, 0, 0, 0.25, 0.15, 2
63790, 0, 0, 0.2, 0.15, 3
63800, 0, 0, 0.3, 0.15, 3
63810, 0, 0, 0.3, 0.15, 3
63820, 0, 0, 0.3, 0.15, 5
63830, 0, 0, 0.3, 0.15, 5
63840, 0, 0, 0.3, 0.15, 3
63850, 0, 0, 0.3, 0.15, 3
63860, 0, 0, 0.25, 0.15, 2
63870, 0, 0, 0.05, 0, 2
63880, 0, 0, 0.3, 0.15, 3
63890, 0, 0, 0.2, 0.15, 3
63900, 0, 0, 0.3, 0.15, 3
63910, 0, 0, 0.3, 0.15, 3
63920, 0, 0, 0.3, 0.15, 3
63930, 0, 0, 0.05, 0, 2
63940, 0, 0, 0.3, 0.15, 5
63950, 0, 0, 0.3, 0.15, 5
63960, 0, 0, 0.3, 0.15, 3
63970, 0, 0, 0.3, 0.15, 3
64010, 0, 0, 0, 0, 2
64020, 0, 0, 0.2, 0.15, 3
64030, 0, 0, 0.2, 0.15, 3
64040, 0, 0, 0.2, 0.15, 3
64050, 0, 0, 0.2, 0.15, 3
64060, 0, 0, 0.2, 0.15, 3
64070, 0, 0, 0.2, 0.15, 3
64080, 0, 0, 0.2, 0.15, 3
64090, 0, 0, 0.2, 0.15, 3
64100, 0, 0, 0.2, 0.15, 3
64110, 0, 0, 0.2, 0.1, 4
64120, 0, 0, 0.2, 0.1, 2
64130, 0, 0, 0.2, 0.1, 3
64140, 0, 0, 0.2, 0.1, 4
64150, 0, 0, 0.2, 0.1, 4
64160, 0, 0, 0.2, 0.1, 3
64170, 0, 0, 0.2, 0.1, 4
64180, 0, 0, 0.2, 0.1, 3
64190, 0, 0, 0.2, 0.1, 4
64200, 0, 0, 0.2, 0.1, 4
64210, 0, 0, 0.2, 0.1, 4
64220, 0, 0, 0.2, 0.1, 3
64230, 0, 0, 0.2, 0.1, 4
64240, 0, 0, 0.2, 0.1, 3
64250, 0, 0, 0.2, 0.1, 3
64260, 0, 0, 0.2, 0.1, 3
64270, 0, 0, 0.2, 0.1, 3
64280, 0, 0, 0.2, 0.1, 3
64290, 0, 0, 0.15, 0.1, 3
64300, 0, 0, 0.15, 0.1, 3
64310, 0, 0, 0.15, 0.1, 3
64320, 0, 0, 0.2, 0.1, 3
64330, 0, 0, 0.2, 0.1, 3
64340, 0, 0, 0.2, 0.1, 3
64350, 0, 0, 0.2, 0.1, 3
64360, 0, 0, 0.2, 0.1, 3
64370, 0, 0, 0.15, 0.1, 3
64380, 0, 0, 0.15, 0.1, 3
64390, 0, 0, 0.15, 0.1, 3
64400, 0, 0, 0.2, 0.1, 3
64410, 0, 0, 0, 0.1, 3
64420, 0, 0, 0, 0.1, 3
65010, 0, 0, 0.3, 0, 4
65020, 0, 0, 0.3, 0, 4
65030, 0, 0, 0.2, 0.15, 3
65040, 0, 0, 0.3, 0.15, 5
65050, 0, 0, 0.2, 0.15, 3
65060, 0, 0, 0.2, 0.15, 3
65070, 0, 0, 0.2, 0.15, 3
65080, 0, 0, 0.2, 0.15, 3
65090, 0, 0, 0.2, 0.15, 3
65100, 0, 0, 0.2, 0.15, 3
65110, 0, 0, 0.2, 0.1, 2
65120, 0, 0, 0.2, 0.1, 2
65130, 0, 0, 0.2, 0.1, 2
65140, 0, 0, 0, 0.1, 3
65150, 0, 0, 0, 0.1, 3
65160, 0, 0, 0.2, 0.15, 3
65170, 0, 0, 0.2, 0.1, 2
65180, 0, 0, 0.2, 0.1, 2
65190, 0, 0, 0.2, 0.1, 2
65200, 0, 0, 0, 0.1, 3
65210, 0, 0, 0.2, 0.1, 2
65220, 0, 0, 0.25, 0.1, 2
65230, 0, 0, 0.25, 0.1, 2
65240, 0, 0, 0.2, 0.1, 4
65250, 0, 0, 0.2, 0, 2
65260, 0, 0, 0, 0.1, 3
65270, 0, 0, 0.2, 0.1, 4
65280, 0, 0, 0.2, 0.1, 2
65290, 0, 0, 0.2, 0.1, 2
65300, 0, 0, 0.2, 0.1, 2
65310, 0, 0, 0.2, 0.1, 2
65320, 0, 0, 0.25, 0.1, 2
65330, 0, 0, 0.2, 0, 2
65340, 0, 0, 0, 0.1, 3
65350, 0, 0, 0.2, 0.1, 4
65360, 0, 0, 0, 0.1, 3
65370, 0, 0, 0.2, 0.1, 4
65380, 0, 0, 0.2, 0.1, 4
65390, 0, 0, 0.2, 0.1, 4
65400, 0, 0, 0.05, 0.1, 2
65410, 0, 0, 0.05, 0.1, 2
65420, 0, 0, 0.05, 0.1, 2
65430, 0, 0, 0.25, 0.1, 2
65440, 0, 0, 0.25, 0.1, 2
65450, 0, 0, 0.2, 0, 2
65460, 0, 0, 0.2, 0, 2
65470, 0, 0, 0, 0.1, 3
65480, 0, 0, 0.2, 0.1, 4
65490, 0, 0, 0.2, 0.1, 4
65500, 0, 0, 0.2, 0.1, 4
65510, 0, 0, 0.2, 0.1, 3
65520, 0, 0, 0.05, 0.1, 2
65530, 0, 0, 0.05, 0.1, 2
65540, 0, 0, 0.25, 0.1, 2
65550, 0, 0, 0.25, 0.1, 2
65560, 0, 0, 0.2, 0, 2
65570, 0, 0, 0.2, 0.1, 3
65580, 0, 0, 0.2, 0.1, 3
65590, 0, 0, 0.05, 0.1, 2
65600, 0, 0, 0.2, 0.1, 3
65610, 0, 0, 0.2, 0.1, 3
65620, 0, 0, 0.2, 0.1, 3
65630, 0, 0, 0, 0.1, 2
65640, 0, 0, 0, 0.1, 3
65650, 0, 0, 0, 0.1, 3
65660, 0, 0, 0, 0, 3
65670, 0, 0, 0, 0.1, 2
65680, 0, 0, 0, 0.1, 2
65690, 0, 0, 0, 0.1, 2
66010, 0, 0, 0.2, 0.1, 3
66020, 0, 0, 0.2, 0.1, 3
66030, 0, 0, 0.2, 0.1, 3
66040, 0, 0, 0.2, 0.1, 3
66050, 0, 0, 0.15, 0.1, 3
66060, 0, 0, 0.15, 0.1, 3
66070, 0, 0, 0.15, 0.1, 3
66080, 0, 0, 0.2, 0.1, 3
66090, 0, 0, 0.15, 0.1, 3
67010, 0, 0, 0.25, 0.2, 3
67020, 0, 0, 0.2, 0.15, 3
67030, 0, 0, 0.2, 0.15, 3
67040, 0, 0, 0.2, 0.15, 4
67050, 0, 0, 0.2, 0.15, 4
67060, 0, 0, 0.2, 0.15, 4
67070, 0, 0, 0.2, 0.15, 3
67080, 0, 0, 0.2, 0.15, 3
67090, 0, 0, 0.2, 0.15, 3
67100, 0, 0, 0.2, 0.15, 4
67110, 0, 0, 0.2, 0.15, 4
67120, 0, 0, 0.2, 0.15, 4
67130, 0, 0, 0.2, 0.15, 4
67140, 0, 0, 0.2, 0.15, 4
67150, 0, 0, 0.2, 0.15, 4
67160, 0, 0, 0.2, 0.15, 4
67170, 0, 0, 0.2, 0.15, 4
67180, 0, 0, 0.2, 0.15, 4
67190, 0, 0, 0.15, 0.15, 3
67200, 0, 0, 0.15, 0.15, 3
67210, 0, 0, 0.15, 0.15, 3
67220, 0, 0, 0.15, 0.2, 3
67230, 0, 0, 0.15, 0.15, 3
67240, 0, 0, 0.15, 0.2, 3
67250, 0, 0, 0.15, 0.15, 3
67260, 0, 0, 0.15, 0.15, 3
67270, 0, 0, 0.15, 0.15, 3
68010, 0, 0, 0.15, 0.2, 3
68020, 0, 0, 0, 0, 3
68030, 0, 0, 0.15, 0.2, 3
68040, 0, 0, 0.15, 0.2, 3
68050, 0, 0, 0.15, 0.2, 3
68060, 0, 0, 0.15, 0.2, 3
68070, 0, 0, 0, 0, 3
68080, 0, 0, 0.15, 0.2, 3
68090, 0, 0, 0.15, 0.2, 3
68100, 0, 0, 0.15, 0.2, 3
68110, 0, 0, 0.15, 0.2, 3
68120, 0, 0, 0.15, 0.2, 3
68130, 0, 0, 0.15, 0.2, 3
68140, 0, 0, 0.2, 0.15, 3
68150, 0, 0, 0.2, 0.15, 3
68160, 0, 0, 0.2, 0.15, 3
68170, 0, 0, 0.15, 0.2, 3
68180, 0, 0, 0.15, 0.2, 3
68190, 0, 0, 0.2, 0.15, 3
68200, 0, 0, 0.2, 0.15, 3
68210, 0, 0, 0.2, 0.15, 3
68220, 0, 0, 0.15, 0.15, 3
68230, 0, 0, 0.25, 0.15, 3
68240, 0, 0, 0.25, 0.15, 3
68250, 0, 0, 0.25, 0.15, 3
68260, 0, 0, 0.15, 0.15, 3
68270, 0, 0, 0.15, 0.15, 3
68280, 0, 0, 0.15, 0.2, 3
68290, 0, 0, 0.15, 0.2, 3
68300, 0, 0, 0.15, 0.15, 3
68310, 0, 0, 0.25, 0.15, 3
68320, 0, 0, 0.25, 0.15, 3
68330, 0, 0, 0.25, 0.15, 3
68340, 0, 0, 0.15, 0.2, 3
68350, 0, 0, 0, 0, 3
68360, 0, 0, 0.15, 0.2, 3
68370, 0, 0, 0.15, 0.15, 3
68380, 0, 0, 0.25, 0.15, 3
68390, 0, 0, 0.25, 0.15, 3
68400, 0, 0, 0.25, 0.15, 3
68410, 0, 0, 0.15, 0.15, 3
68420, 0, 0, 0.2, 0.15, 3
68430, 0, 0, 0.2, 0.15, 3
68440, 0, 0, 0.2, 0.15, 3
68450, 0, 0, 0.2, 0.15, 3
68460, 0, 0, 0.15, 0.2, 3
68470, 0, 0, 0.2, 0.15, 3
68480, 0, 0, 0.15, 0.2, 3
68490, 0, 0, 0.15, 0.15, 3
68500, 0, 0, 0.15, 0.2, 3
68510, 0, 0, 0.15, 0.2, 3
68520, 0, 0, 0.15, 0.2, 3
68530, 0, 0, 0.15, 0.2, 3
68540, 0, 0, 0.15, 0.2, 3
68550, 0, 0, 0, 0, 3
68560, 0, 0, 0.15, 0.2, 3
68570, 0, 0, 0.15, 0.2, 3
68580, 0, 0, 0.2, 0.2, 4
68590, 0, 0, 0, 0, 3
68600, 0, 0, 0.15, 0.2, 3
68610, 0, 0, 0.15, 0.2, 3
68620, 0, 0, 0.15, 0.2, 3
68630, 0, 0, 0.15, 0.2, 3
68640, 0, 0, 0.2, 0.2, 3
68650, 0, 0, 0.15, 0.2, 3
68660, 0, 0, 0, 0, 3
68670, 0, 0, 0.15, 0.15, 3
68680, 0, 0, 0.2, 0.2, 3
68690, 0, 0, 0.2, 0.2, 3
68700, 0, 0, 0, 0, 3
68710, 0, 0, 0.15, 0.15, 3
68720, 0, 0, 0.15, 0.15, 3
68730, 0, 0, 0, 0, 2
68740, 0, 0, 0, 0, 3
68750, 0, 0, 0, 0, 3
68760, 0, 0, 0, 0, 3
68770, 0, 0, 0.2, 0.2, 3
68780, 0, 0, 0.2, 0.2, 3
68790, 0, 0, 0.15, 0.2, 3
68800, 0, 0, 0.15, 0.2, 2
68810, 0, 0, 0.2, 0.2, 3
68820, 0, 0, 0.15, 0.2, 3
68830, 0, 0, 0, 0, 3
68840, 0, 0, 0, 0, 3
71010, 0, 0, 0, 0, 1
71020, 0, 0, 0.2, 0.1, 1
71030, 0, 0, 0.2, 0.1, 1
71040, 0, 0, 0, 0, 1
71050, 0, 0, 0, 0, 1
71060, 0, 0, 0.2, 0.1, 2
71070, 0, 0, 0.2, 0.1, 1
71080, 0, 0, 0, 0, 1
71090, 0, 0, 0, 0, 1
71100, 0, 0, 0, 0, 1
71110, 0, 0, 0.2, 0.1, 1
71120, 0, 0, 0.2, 0.1, 2
71130, 0, 0, 0.2, 0.1, 2
71140, 0, 0, 0.2, 0.1, 2
71150, 0, 0, 0.2, 0.1, 2
71160, 0, 0, 0, 0, 1
71170, 0, 0, 0.2, 0.1, 1
72010, 0, 0, 0.2, 0.1, 1
72020, 0, 0, 0, 0, 1
72030, 0, 0, 0.2, 0.1, 1
72040, 0, 0, 0, 0, 1
72050, 0, 0, 0.2, 0.1, 1
72060, 0, 0, 0, 0, 1
72070, 0, 0, 0, 0, 1
72080, 0, 0, 0.2, 0.1, 1
81010, 0, 0, 0.15, 0.1, 1
81020, 0, 0, 0.15, 0.1, 1
81030, 0, 0, 0.15, 0.1, 1
81040, 0, 0, 0.15, 0.1, 1
81050, 0, 0, 0.15, 0.1, 1
81060, 0, 0, 0, 0, 1
81070, 0, 0, 0.15, 0.1, 1
81080, 0, 0, 0.15, 0.1, 1
81090, 0, 0, 0.15, 0.1, 1
81100, 0, 0, 0.15, 0.1, 1
81110, 0, 0, 0.15, 0.1, 1
81120, 0, 0, 0.15, 0.1, 1
81130, 0, 0, 0.15, 0.1, 1
81140, 0, 0, 0.15, 0.1, 2
81150, 0, 0, 0.15, 0.1, 1
81160, 0, 0, 0.15, 0.1, 1
81170, 0, 0, 0.15, 0.1, 1
81180, 0, 0, 0.15, 0.1, 2
81190, 0, 0, 0.15, 0.1, 1
81200, 0, 0, 0.15, 0.1, 1
81210, 0, 0, 0.15, 0.1, 2
81220, 0, 0, 0.15, 0.1, 1
81230, 0, 0, 0.15, 0.1, 1
81240, 0, 0, 0, 0, 2
81250, 0, 0, 0.15, 0.1, 1
81260, 0, 0, 0.15, 0.1, 1
81270, 0, 0, 0.2, 0.1, 2
81280, 0, 0, 0.15, 0.1, 1
81290, 0, 0, 0.15, 0.1, 1
81300, 0, 0, 0.15, 0.1, 1
81310, 0, 0, 0.15, 0.1, 1
81320, 0, 0, 0.15, 0.1, 1
81330, 0, 0, 0.15, 0.1, 1
81340, 0, 0, 0.15, 0.1, 2
81350, 0, 0, 0.15, 0.1, 1
81360, 0, 0, 0.15, 0.1, 1
81370, 0, 0, 0.15, 0.1, 1
81380, 0, 0, 0.2, 0.1, 2
81390, 0, 0, 0, 0, 1
81400, 0, 0, 0.15, 0.1, 1
81410, 0, 0, 0.15, 0.1, 2
81420, 0, 0, 0.2, 0.1, 2
81430, 0, 0, 0.15, 0.1, 1
81440, 0, 0, 0.15, 0.1, 1
81450, 0, 0, 0.15, 0.1, 1
81460, 0, 0, 0.05, 0, 2
81470, 0, 0, 0.2, 0.1, 2
81480, 0, 0, 0.2, 0.1, 2
81490, 0, 0, 0.05, 0, 1
81500, 0, 0, 0.15, 0.1, 1
81510, 0, 0, 0.15, 0.1, 1
81520, 0, 0, 0.05, 0, 2
81530, 0, 0, 0, 0, 2
81540, 0, 0, 0.15, 0.1, 1
81550, 0, 0, 0.15, 0.1, 1
81560, 0, 0, 0.2, 0.1, 2
81570, 0, 0, 0, 0, 2
81580, 0, 0, 0.15, 0.1, 1
81590, 0, 0, 0.15, 0.1, 1
81600, 0, 0, 0.15, 0.1, 1
81610, 0, 0, 0.15, 0.1, 1
81620, 0, 0, 0, 0, 1
81630, 0, 0, 0.15, 0.1, 1
81640, 0, 0, 0.15, 0.1, 1
81650, 0, 0, 0.15, 0.1, 1
81660, 0, 0, 0, 0, 1
82010, 0, 0, 0, 0, 1
82020, 0, 0, 0.15, 0.1, 1
82030, 0, 0, 0.15, 0.1, 1
82040, 0, 0, 0, 0, 1
82050, 0, 0, 0.15, 0.1, 1
82060, 0, 0, 0, 0, 1
82070, 0, 0, 0.15, 0.1, 1
82080, 0, 0, 0.15, 0.1, 1
82090, 0, 0, 0.15, 0.1, 1
82100, 0, 0, 0.15, 0.1, 1
82110, 0, 0, 0.15, 0.1, 1
82120, 0, 0, 0.15, 0.1, 1
82130, 0, 0, 0, 0, 1
82140, 0, 0, 0.15, 0.1, 1
82150, 0, 0, 0.15, 0.1, 1
82160, 0, 0, 0.15, 0.1, 1
82170, 0, 0, 0.15, 0.1, 1
82180, 0, 0, 0.15, 0.1, 1
82190, 0, 0, 0.15, 0.1, 1
82200, 0, 0, 0, 0, 1
82210, 0, 0, 0, 0, 1
82220, 0, 0, 0, 0, 1
82230, 0, 0, 0, 0, 1
82240, 0, 0, 0, 0, 1
82250, 0, 0, 0.15, 0.1, 1
82260, 0, 0, 0.15, 0.1, 1
82270, 0, 0, 0, 0, 1
82280, 0, 0, 0, 0, 1
82290, 0, 0, 0, 0, 1
82300, 0, 0, 0, 0, 1
82310, 0, 0, 0.15, 0.1, 1
82320, 0, 0, 0.15, 0.1, 1
82330, 0, 0, 0.15, 0.1, 1
82340, 0, 0, 0.15, 0.1, 1
82350, 0, 0, 0.15, 0.1, 1
82360, 0, 0, 0.15, 0.1, 1
82370, 0, 0, 0.15, 0.1, 1
82380, 0, 0, 0.15, 0.1, 1
82390, 0, 0, 0.15, 0.1, 1
82400, 0, 0, 0, 0, 1
82410, 0, 0, 0, 0, 1
83010, 0, 0, 0.15, 0.1, 1
83020, 0, 0, 0.15, 0.1, 1
83030, 0, 0, 0.15, 0.1, 1
83040, 0, 0, 0.15, 0.1, 1
83050, 0, 0, 0.15, 0.1, 1
83060, 0, 0, 0.15, 0.1, 1
